accept_time;signal_time;clid;uuid;vehicle_type;route;lat;lon;speed;direction;thread;bind_lat;bind_lon;fly_time;life_time;d_acc
2024-12-13 1:12:49;2024-12-13 1:12:07;irkutsk;27648;bus;10;52.356487;104.13595;0.0;325.0;None;None;None;42;74;50
2024-12-13 1:13:39;2024-12-13 1:13:07;irkutsk;29449;bus;10;52.335903;104.21149;5.277778;150.0;None;None;None;32;37;25
2024-12-13 1:13:39;2024-12-13 1:13:21;irkutsk;27648;bus;10;52.3565;104.13593;0.833333;322.0;None;None;None;18;10;25
2024-12-13 1:14:04;2024-12-13 1:13:31;irkutsk;27648;bus;10;52.35655;104.13587;0.0;322.0;None;None;None;33;27;50
2024-12-13 1:14:04;2024-12-13 1:13:44;irkutsk;29449;bus;10;52.335358;104.21075;5.833333;227.0;None;None;None;20;61;75
2024-12-13 1:14:54;2024-12-13 1:13:58;irkutsk;27648;bus;10;52.35655;104.13587;0.0;322.0;None;None;None;56;28;25
2024-12-13 1:15:19;2024-12-13 1:14:26;irkutsk;27648;bus;10;52.35655;104.13587;0.0;322.0;None;None;None;53;599;576
2024-12-13 1:15:19;2024-12-13 1:14:45;irkutsk;29449;bus;10;52.333115;104.206085;0.0;229.0;None;None;None;34;35;25
2024-12-13 1:15:44;2024-12-13 1:15:20;irkutsk;29449;bus;10;52.332806;104.205536;3.055556;214.0;None;None;None;24;7;25
2024-12-13 1:16:09;2024-12-13 1:15:27;irkutsk;29449;bus;10;52.33257;104.20566;7.222222;139.0;None;None;None;42;34;26
2024-12-13 1:16:35;2024-12-13 1:16:01;irkutsk;29449;bus;10;52.330357;104.20849;5.0;149.0;None;None;None;34;25;49
2024-12-13 1:17:24;2024-12-13 1:16:26;irkutsk;29449;bus;10;52.33022;104.20866;1.388889;127.0;None;None;None;58;41;26
2024-12-13 1:17:50;2024-12-13 1:17:07;irkutsk;29449;bus;10;52.329853;104.212654;11.388889;74.0;None;None;None;43;38;25
2024-12-13 1:18:15;2024-12-13 1:17:45;irkutsk;29449;bus;10;52.330948;104.21986;12.5;76.0;None;None;None;30;35;25
2024-12-13 1:18:40;2024-12-13 1:18:20;irkutsk;29449;bus;10;52.33183;104.2257;13.888889;81.0;None;None;None;20;25;25
